"phone.ID","rating","color","typy","purchase.date","comment"
3323457,5,"亮黑色","iPhone 7","2016/11/11 1:56","5.61E+18"
3323457,5,"亮黑色","iPhone 7","2016/11/14 9:16","感觉挺好的，，，，，，，，，，"
3323457,5,"亮黑色","iPhone 7","2016/11/18 0:31","好好 好好 好好 好好 好好 好好"
3323457,5,"亮黑色","iPhone 7","2016/11/12 13:56","不错，但是现在一看价又低了。。。。一天一个价。。。?"
3323457,5,"亮黑色","iPhone 7","2016/10/8 7:56","总算抢到了！还不错。挺好用的。"
3323457,5,"亮黑色","iPhone 7","2016/11/7 22:20","质量棒棒哒，客服服务真心不错???"
3323457,5,"亮黑色","iPhone 7","2016/11/7 15:16","表现一如既往"
3323457,5,"亮黑色","iPhone 7","2016/11/17 21:57","发货蛮快的，希望不要再买！"
3323457,5,"亮黑色","iPhone 7","2016/11/17 17:18","很好。很快。值得信赖的京东"
3323457,5,"亮黑色","iPhone 7","2016/11/11 12:17","很庆幸在外包装无任何防护的情况下收到商品末有明显伤痕，产品本身外观质量没问题，正版机子，激活后查了下保修期一切正常，因此此次网购电子产品属完美。"
3323457,5,"亮黑色","iPhone 7","2016/11/14 10:26","还可以吧，整体效果很好。亮黑色！那些说会黏指纹的人其实都是在瞎逼逼，逼格高到不贴膜不带壳的毕竟还是很少数。"
3323457,5,"亮黑色","iPhone 7","2016/11/11 13:47","双11买的7，亮黑版，128g，用了优惠券500???用了几天才来评论！手机正品，没问题！一直信赖京东"
3323457,5,"亮黑色","iPhone 7","2016/11/17 10:44","京东靠谱，产品好"
3323457,5,"亮黑色","iPhone 7","2016/11/11 0:36","还是不错的，基本满足了需求！"
3323457,4,"亮黑色","iPhone 7","2016/11/11 0:40","还行，手机掉电很快，充电很慢，简直就是龟速前进，充满两个多小时，亮黑色太粘指纹了，很容易就看起来很脏了"
3323457,5,"亮黑色","iPhone 7","2016/11/11 7:04","亮黑色真的很漂亮，高贵，典雅，苹果里面的贵族吧。说老年机的那些人你们可以原地爆炸了。 有一点就是容易脏。电池感觉也不像评论里说的那么耐用。iOS 10真心不如9用的舒服。本来不想买的，都是被五百元优惠卷套路来的"
3323457,5,"亮黑色","iPhone 7","2016/10/29 18:30","挺好的 没发现问题挺好的 没发现问题"
3323457,5,"亮黑色","iPhone 7","2016/11/11 14:14","东西一天就到了 用到现在还不错"
3323457,5,"亮黑色","iPhone 7","2016/11/12 10:20","外观亮丽"
3323457,5,"亮黑色","iPhone 7","2016/11/4 20:59","东西不错，是正品，在京东买手机还是非常放心的！"
3323457,5,"亮黑色","iPhone 7","2016/11/11 3:49","苹果好用，真棒"
3323457,5,"亮黑色","iPhone 7","2016/11/2 1:49","很好的东东，物美价廉，活动时买的，送货速度也很快，满意的购物体验，有机会还会来这儿购物"
3323457,5,"亮黑色","iPhone 7","2016/11/11 7:34","包装有待改进。防拆封贴像是拆封过"
3323457,5,"亮黑色","iPhone 7","2016/10/22 11:06","东西很好啊，便宜，送货速度快！"
3323457,5,"亮黑色","iPhone 7","2016/11/12 20:34","非常不错?"
3323457,5,"亮黑色","iPhone 7","2016/11/2 9:52","十一月二号下单5499'红色的字体明显的提示价保20天，结果十一月十一号5388，联系客服被告知用京券不支持价保！可笑，谁会有券不用，用券又不能价保，而发的券却一次比一次面额大，醉了"
