"name","author","create_time","introduction","play_count","collect_count","share_count","comment_count","topics","fans","playlists","name_古风","name_BGM","name_经典","name_爵士","name_世界","name_精选","name_节奏","name_女声","name_欧美","name_粤语","name_民谣","name_东方","name_amp","name_中国","name_那些"
"【钢琴家】Dustin O'Halloran","米哈伊尔",1422748800,"<b>介绍：</b>Dustin O'Halloran，美国钢琴家和作曲家，电影配乐师、Devics乐队的核心。<br>",95615,4625,72,38,"[""古典"",""钢琴""]",133,60,"否","否","否","否","否","否","否","否","否","否","否","否","否","否","否"
"【钢琴曲】敌不过 夜深人静","--苏麻离青--",1463961600,"<b>介绍：</b>深夜毒药//华语流行歌曲钢琴版<br><br>躲得过对酒当歌的夜，躲不过四下无人的街<br><br>听歌，有时不需要歌词……<br><br>关键词：轻音乐/伤感/深夜/<br>",991333,24323,336,114,"[""流行"",""轻音乐"",""钢琴""]",33430,105,"否","否","否","否","否","否","否","否","否","否","否","否","否","否","否"
"【高燃向】电子竞技精彩时刻常用BGM","茶狸狸",1478995200,"<b>介绍：</b>还有这种操作?<br>这波操作6不6<br>这波我很强<br>电子竞技就是要秀<br>这个瞬间我能吹一年<br>我也能打出这个精彩瞬间<br>",4984,115,1,1,"[""电子"",""游戏"",""兴奋""]",5052,34,"否","是","否","否","否","否","否","否","否","否","否","否","否","否","否"
"【哥特式元素】死亡美学的精神力量","大锤音乐物语",1497312000,"<b>介绍：</b>哥特艺术又译作哥德式艺术，为一种源自欧洲法国的艺术风格，该风格始于12世纪的法国，盛行于13世纪，至14世纪末期，其风格逐渐大众化和自然化，成为国际哥特风格，直至15世纪，因为欧洲文艺复兴时代来临而迅速没落。不过，在北欧地区，这种风格仍延续一段相当长时间。该风格在18世纪重新被肯定，“哥特式复兴”运动推崇中世纪的阴暗情调。在19世纪之后仍偶而被应用。早期的哥特式雕塑和绘画都是巨大建筑的一部分，晚期的哥特式雕刻则追求平面装饰性的效果，不再追求结实和简洁的处理。<br>游戏中有哥德式建筑（英语：Gothic architecture），或译作哥特式建筑，是一种兴盛于中世纪高峰与末期的建筑风格。它是由罗马式建筑发展而来，为文艺复兴建筑所继承。<br><br>哥特服饰永远的黑色或者是暗色系列的衣服，佩带着很多显眼的宗教饰物，但却几乎天天改变信仰，永远不戴金首饰，性格上其实是不善交际的。风格主要体现为高高的冠戴、尖头的鞋、衣襟下端呈尖形和锯齿等锐角的感觉。<br><br>哥特式游戏音乐常用工业噪音，巴洛克钢琴，死亡金属等等来烘托风格。<br>风格特征：悲伤，抑郁，深沉，触动动人心。浪漫主义运动中，哥特被认为和黑暗，鬼魅，奇异相连，沉迷与对人类阴暗面的表现。<br><br>早期：充斥着抑郁厌世情调，音乐既冰冷刺骨，又带着精细的美感，是对于一切传统音乐的极端藐视。<br><br>后期：是对黑暗压抑，死亡美学，宗教情结，唯美主义近乎邪恶的追求。它挖掘放大人类的感情，引发审美和思考的空间，把音乐引发的艺术欣赏上升到哲学思考，进而影响人们的价值体系。<br>《寂静岭系列》<br>《鬼泣4》<br>《恶魔城系列》<br>《黑暗之魂系列》<br>《龙腾世纪：起源》<br>《血源诅咒系列》<br>《饥荒》<br>《爱丽丝疯狂回归》<br>《僵尸新娘》<br>《圣诞夜惊魂》<br>《暗黑破坏神系列》<br>《剪刀手爱德华》<br>《鬼妈妈》<br>《逃生系列》<br>《科学怪狗》<br>《哥特萝莉》<br>封面在我的动态里，分享给大家<br>",350375,14214,106,136,"[""影视原声"",""游戏"",""ACG""]",3169,108,"否","否","否","否","否","否","否","否","否","否","否","否","否","否","否"
"【歌姬】miko(藤咲かりん)选收","妹样",1428451200,"<b>介绍：</b>miko万岁！iosys御用歌姬。萌系电波电音注意=w=导航：1-7比较出名的IOSYS电波曲，8-10比较好听的非东方曲，11到39普通曲（主要是东方电音）40到61为其他萌系电波洗脑曲（大部分东方），之后为其他非东方普通曲，麻蛋这导航真长- -、PID=35574661<br>",82451,13553,29,67,"[""日语"",""治愈"",""ACG""]",17262,40,"否","否","否","否","否","否","否","否","否","否","否","否","否","否","否"
"【歌姬】nachi（坂上なち）选收","妹样",1444608000,"<b>介绍：</b>日本女性同人歌姬，声优。个人团队名为twinkle*twinkle，以上述团队名义参加M3。与梨本悠里组成团体SaRaSa，常常以GUEST的身份活跃于Alstroemeria Records、SYNC.ART'S等同人社团。曲风主要以电音为主，声线为带点感冒的鼻音，很是让人欲罢不能。2017.04.18更新十曲（21-30）封面PID=24204882<br>",237475,25565,56,74,"[""日语"",""电子"",""治愈""]",17262,40,"否","否","否","否","否","否","否","否","否","否","否","否","否","否","否"
"【歌姬】senya（幽闭）选收","妹样",1447891200,"<b>介绍：</b>senya即森永真由美(もりなが まゆみ、,1981年9月19日-)是日本的女性歌手，同人音乐创作团体幽闭サテライト的主唱。PID=18558966<br>",627823,51961,184,254,"[""日语"",""电子"",""ACG""]",17262,40,"否","否","否","否","否","否","否","否","否","否","否","否","否","否","否"
"【歌姬】tsubaki（夕月椿）选收","妹样",1444694400,"<b>介绍：</b>夕月椿，ENS本家歌姬，萌系电音真萝莉哒哟☆生日:11月15日，爱好唱歌与绘画，热衷于东方Project和料理，同人活动时间从2008年开始(C75)PID=21269497<br>",387956,32858,84,152,"[""日语"",""电子"",""治愈""]",17262,40,"否","否","否","否","否","否","否","否","否","否","否","否","否","否","否"
"【个人向】古风歌曲（曲库）","林雨羽丶一枚小透明",1405209600,"<b>介绍：</b>唯美伤感豪情。。。。古风歌<br>",160875,11460,31,22,"[""华语"",""网络歌曲"",""古风""]",3094,43,"是","否","否","否","否","否","否","否","否","否","否","否","否","否","否"
"【个人向】最好听的东方原曲top50??","PurionPurion",1452556800,"<b>介绍：</b>Hi，大家好～<br><br>我是你们的老朋友PurionPurion<br><br>这次制作的歌单是关于东方原曲的排行<br><br>注意，是单主我个人向的排行榜哦～<br><br>所以有些评价很高或者人气很高的曲子都不一定能进前50名，也是我任性的一次排行啦<br><br>（宝宝就是任性～）<br><br>还有更加细致的各面排名请见评论区～<br><br>以下是对列表里歌曲排位的一些问题<br><br>1、为什么有的高人气曲子没有上榜或是排的低呢？<br><br>比如芙兰的UN，这首曲子虽然被称为鬼畜曲，其实我觉得旋律很不错，通过些同人曲就能听出来，但是原曲还是比较嘈杂，所以我还是没有把它放进本歌单里<br><br>再比如墨染桜，墨染桜在天朝排名总是前三，但我觉得原曲有些嘈杂，乐曲略吵…但是非常好听～而且和弹幕的契合和原曲独有的那份美感是同人曲无法带给我们的，但是不在前五真是抱歉了<br><br>2、为什么有那么多CD专辑里的歌上榜呢？<br><br>秘封CD或是蓬莱人形中的曲子都非常棒哦，我觉得不少比得上正作中的曲子，嘛反正是我个人向的排名，而且也有些冷门良曲推广的意思吧<br><br>3、为什么东方永夜抄上榜这么多？<br><br>以前也说过我的本命作是永夜抄和神灵庙，但是永夜抄的曲子是真的棒极了，每一面的曲子都非常好听，我觉得整作作曲堪称完美，而且曲子在非东方众的排名中也是好评很高的，所以也可以说是名副其实的大众作吧<br><br>4、为什么三鬼畜那么少？<br><br>UN原曲虽然旋律很棒但是比较嘈杂。哈德曼以前我觉得违和感严重，现在觉得很好听呢，极美的高潮与诡异的前奏有种莫名的契合。而外星人全曲都是充斥着诡异和寂寞，还有淡淡的和风气息，我很喜欢这首曲子<br><br>5、为什么风神录被称为神曲录才上榜这么少？还有神恋排名那么低我不服！<br><br>先声明一下，咱听曲子只在乎它好不好听，人气咱是不在意的。风神录的神曲录一说也是被很多人吹出来的。说起众神眷恋的幻想乡的话，实际上我并不怎么喜欢这曲子，而且知名度方面被万华镜加成了不少，对，知名度和人气绝对有加成！<br><br>6、单主你的排名绝对有私心！<br><br>如果我有私心那就会把永夜抄曲子全塞进去，你没发现没有狂气、恋色、蓬莱人么？因为那些曲子我觉得上不了前50。还有比如夜雀的歌声、幻视之夜咱也很喜欢，但由于公正排名，我就没有放进去。如果我有私心那我怎么就放了两首神灵庙的？我不应该把圣德放进去吗？<br><br>大概就是这些了，也请大家不要因为这些排名吵起来哦～<br><br>以上<br>",49067,9554,38,98,"[""ACG"",""轻音乐"",""榜单""]",20545,132,"否","否","否","否","否","否","否","否","否","否","否","是","否","否","否"
"【共产主义俄罗斯摇滚】","布尔什维克近卫军",1429228800,"<b>介绍：</b>收藏有苏联解体前后各个加盟共和国的新兴摇滚乐。<br><br>主要收藏俄罗斯乐队Lube. 他们的歌总能让人回忆起曾经的那个苏维埃巨人<br>",369107,10910,204,322,"[""民族"",""摇滚"",""怀旧""]",20647,73,"否","否","否","否","否","否","否","否","否","否","否","否","否","否","否"
"【古典】致大提琴与钢琴","此间一人",1446681600,"<b>介绍：</b>此歌单选取包含（为大提琴与钢琴而作）和大提琴奏鸣曲等，每首乐章的简介我都在乐章评论区有过注明。<br>",45677,3831,50,15,"[""古典"",""钢琴"",""器乐""]",4962,43,"否","否","否","否","否","否","否","否","否","否","否","否","否","否","否"
"【古典&amp;现代】日本 | 和風古道","音乐鉴赏师",1412035200,"<b>介绍：</b>遥见楼头有一女子凭栏临波凝睇，素妆淡服，丰神绝世，惊鸿艳影，湖水皆香。<br>",80185,2338,29,54,"[""古风"",""民谣"",""古典""]",711,74,"否","否","否","否","否","否","否","否","否","否","否","否","是","否","否"
"【古典音乐】治疗焦虑症的良药","badtomato",1433376000,"<b>介绍：</b>我们渐渐被物欲横流的社会蒙蔽双眼，对社会的深深不信任感和抗拒感早已在心中滋生，焦虑、狂躁、不安构成日常的生活。不如，暂且放下一切，戴上耳机，世界是你一个人的。<br>",4728014,167543,2307,1102,"[""古典"",""轻音乐"",""治愈""]",6226,61,"否","否","否","否","否","否","否","否","否","否","否","否","否","否","否"
"【古风-男男对唱】思华年","_无衣",1408492800,"<b>介绍：</b>浮华一生，淡忘一季。 空有回忆，打乱缠绵。 笑容不见，落寞万千。 弦，思华年。 那些年华，恍然如梦。 亦如，流水，一去不返。 不泣离别，不诉终殇。<br>",1138885,53754,223,430,"[""古风"",""华语""]",11212,229,"是","否","否","否","否","否","否","否","否","否","否","否","否","否","否"
"【古风】曾经相伴相护 谁能初心不负","小如年",1420070400,"<b>介绍：</b>许久未闻古风，在此做了一单古风剧情向。属动漫，游戏，小说，影视同人等。经典不再过多记录，此歌单仅收录大部分古风大大们于2014年发布的较新歌曲，当然会有个别三四首经典除外。俺是文案剧情党，妖异志的文案写的真的太好太感人了啊，我又在重温了啊，山外有山，人外有人，在此膜拜古风大神！！<br>",258034,21159,74,81,"[""华语"",""古风"",""网络歌曲""]",6919,161,"是","否","否","否","否","否","否","否","否","否","否","否","否","否","否"
"【古风】帝京盛景-长安","_无衣",1412121600,"<b>介绍：</b>三千繁华落，从此都城不长安…<br>",218323,14496,47,65,"[""华语"",""古风"",""怀旧""]",11212,229,"是","否","否","否","否","否","否","否","否","否","否","否","否","否","否"
"【古风】留在墨色深处的声音","-罗先生的猫",1418601600,"<b>介绍：</b>是长久以来一直挑选更改的单子，希望能喜欢<br>",116645,10217,24,32,"[""古典"",""华语"",""古风""]",245,26,"是","否","否","否","否","否","否","否","否","否","否","否","否","否","否"
"【古风】拚却今生、对花对酒，为伊泪落","淺月若寒",1439251200,"<b>介绍：</b>灵感来源<br>《解连环》 周邦彦<br>怨怀无托，嗟情人断绝，信音辽邈。<br>纵妙手、能解连环，似风散雨收，雾轻云薄。<br>燕子楼空，暗尘锁、一床弦索。<br>想移根换叶，尽是旧时，手种红药。<br>汀洲渐生杜若，料舟依岸曲，人在天角。<br>漫记得、当日音书，把闲语闲言，待总烧却。<br>水驿春回，望寄我、江南梅萼。<br>拚(pàn)今生、对花对酒，为伊泪落。<br>",215593,15535,40,36,"[""古风"",""华语"",""伤感""]",6808,41,"是","否","否","否","否","否","否","否","否","否","否","否","否","否","否"
"【古风】泱泱大国，巍巍华夏","淺月若寒",1468454400,"<b>介绍：</b>当我登上那古老的城墙，当我抚摸着腐朽的柱梁，当我兴奋的倚栏远望，总会有一丝酸涩冲上喉头，总听到有一个声音大声的说：记得吗？你的祖先名叫炎黄。<br>有人跟我说，曾经有一条大鱼，生活在北冥那个地方，它化作一只巨鸟，在天地之间翱翔。巨鸟有如垂天之云般的翅膀，虽九万里亦可扶摇直上。圣贤赋予我们可以囊括天宇的胸襟，为我们塑造一个博大恢弘的殿堂。<br>那时候，有个怪异的青年名叫嵇康，他临刑前，弹奏了一曲绝响，那宽袍博带在风中飞扬，他用了最优雅的姿态面对死亡。几千年过去，依旧有余音绕梁，只是他不知道，真正断绝的不是曲谱，而是他的傲骨，乃至他身上的衣裳。<br>我也曾梦回大唐，和一个叫李白的诗人云游四方，他用来下酒的是剑锋上的寒光，他的情人是空中的月亮。我曾见他在月下徘徊、高歌吟唱，长风吹开他的发带，长袍飘逸宛如仙人模样。<br>可是后来换了帝王，他用一杯酒捧起了文人，摒弃了武将。他的子孙最终躲进了人间天堂，把大片的土地拱手相让。然而在寒冷的北方，正有一支军队征战沙场，敌人都说，有岳家军在，我们打不了胜仗。可叹英雄遭忌，谗士高张，一缕忠魂终于消散在西湖之傍，一个民族的精神就这么无可逆转的消亡。然而血色夕阳中，我依稀见到，有人把它插丶进土壤，那是将军用过的，一支宁折不弯的缨枪。<br>时间的车轮悠悠荡荡，终于在甲申那里失了方向。于是瘦西湖畔，梅花岭上，为纪念这个悲剧建起一座祠堂。那个叫史可法的文弱书生，他不愿散开高束的发髻，更不能脱去祖先留给他的衣裳，于是他决定与城共存共亡，丢了性命，护了信仰。残酷的杀戮，如山的尸骨，并不能把民族的精神埋葬，有人相信，千百年后，它依然会在中华大地上熠熠发光。<br>就在千百年后的今天，我坐进麦当劳的厅堂，我穿起古奇牌的时装，我随口唱着my heart will go on，却莫名其妙的心伤，因为我听到一个声音大声的说：忘了吗？你的祖先名叫炎黄。<br>摘自百度一篇古风演讲稿，有删减(￣▽￣)ノ<br><br>",583372,18649,88,155,"[""华语"",""古风"",""怀旧""]",6808,41,"是","否","否","否","否","否","否","否","否","否","否","否","否","否","否"
"【古风】英雄魄 青史说","端坐瘦马_自吟自话",1445731200,"<b>介绍：</b>将碧血，写忠烈，作厉鬼，除逆贼。这血儿啊化作黄河扬子浪千叠，长与英雄共魂魄。<br>",951277,31306,175,159,"[""华语"",""古风"",""兴奋""]",18974,36,"是","否","否","否","否","否","否","否","否","否","否","否","否","否","否"
"【古风】长枪立马，血战八方，独守江山。","憤怒的雞小萌",1439596800,"<b>介绍：</b>当时年少，以为忠良不过生死可抛。后来沙场萧萧，血染征袍，长缨一吼天地为豪。建于15/8/18（曹雪阳我女神O(∩_∩)O）<br>",111890,8716,19,38,"[""华语"",""古典"",""古风""]",619,87,"是","否","否","否","否","否","否","否","否","否","否","否","否","否","否"
"【古风女声】伊人一曲，念念难忘","经年未归",1436227200,"<b>介绍：</b>初初见你，春光正盛。<br>三月桃花，十里蔓延。<br>你由此出现，如命中注定。<br>",624265,18905,117,135,"[""华语"",""民族"",""古风""]",208,10,"是","否","否","否","否","否","否","是","否","否","否","否","否","否","否"
"【古风器乐，余音绕梁。】","右心丶",1481587200,"<b>介绍：</b>曲目分类:<br>3～25为古筝名曲<br>26～49为琵琶名曲<br>50～81为古琴名曲<br>82～94为笛子名曲<br><br>名曲介绍:<br>《高山流水》，为中国十大古曲之一。传说先秦的琴师伯牙一次在荒山野地弹琴，樵夫钟子期竟能领会这是 描绘&quot;巍巍乎志在高山&quot;和&quot;洋洋乎志在流水&quot;。伯牙惊道∶&quot;善哉，子之心而与吾心同。&quot;钟子期死后，伯牙痛失知音，摔琴绝弦，终身不抚琴，故有高山流水之曲。<br><br>《大浪淘沙》是华彦钧创作的一首琵琶独奏曲，乐曲表现了作者阿炳）对不平人世的无限感慨及对命运的态度。此曲经杨荫浏、曹安和二位先生录音并记谱才得以保存下来。<br><br>《广陵散》又名《广陵止息》，是我国古代的一首大型器乐作品，为汉魏时期相和楚调但曲之一。嵇康因反对司马氏专政而遭杀害，临刑前曾从容弹奏此曲以寄托。据《神奇秘谱》载录，此曲原是东汉末年流行于广陵地区的民间乐曲，曾用琴、筝、笙、筑等乐器演奏，现仅存古琴曲。<br><br>《梅花三弄》中国古曲。曲谱最早见于明代《神奇秘谱》。谱中解题称晋代桓关于笛曲《梅花落》改编，移植为琴曲《梅花三弄》，有托于唐人颜师所作《江梅引。忆红梅》中“漫弹绿绮，引三弄，不觉魂飞”句，说明此曲宁代尚流传。<br><br>古筝，又名汉筝，是汉族民族传统乐器中的筝乐器，属于弹拨乐器。它是中国独特的、重要的民族乐器之一。它的音色优美，音域宽广、演奏技巧丰富，具有相当的表现力。古筝是一件伴随中国悠久文化、在这片肥沃的黄土地上土生土长的古老民族乐器。<br><br>琵琶，被称为“弹拨乐器之王”最早发现“琵琶”的乐器大约在中国秦朝出线。琵琶音域广，演奏技巧为民族器乐之首，表现力更是民乐中最为丰富的乐器。<br><br>古琴，亦称瑶琴、玉琴、七弦琴，古代文人四技“琴、棋、书、画”中琴就是指古琴。为中国最古老的弹拨乐器之一，是中国最早的弹拨乐器，其历史几乎和中华文明一样悠久。古琴音域宽广，音色深沉，余音悠远，深具东方文化特色。古琴历来为文人阶层重视，被尊为“国乐之父”、“圣人之器”，在漫长的历史中积累了大量的文献，并与其他思想和艺术形式相互渗透，交相辉映，在中华传统文化中占有举足轻重的地位。<br><br>笛子是迄今为止发现的最古老的汉族乐器，也是汉族乐器中最具代表性最有民族特色的吹奏乐器。笛子常在中国民间音乐、戏曲、中国民族乐团、西洋交响乐团和现代音乐中运用，是中国音乐的代表乐器之一。在民族乐队中，笛子是举足轻重的吹管乐器，被当做民族吹管乐的代表，被称作“民乐之王“。<br>",1803209,53794,443,381,"[""古风"",""器乐"",""轻音乐""]",11243,44,"是","否","否","否","否","否","否","否","否","否","否","否","否","否","否"
"【古风系】— 那些好听的歌曲推荐","星野总攻",1437782400,"<b>介绍：</b>用我三生烟火，换你一世迷离<br>",134746,11159,22,29,"[""ACG"",""古风"",""游戏""]",13571,32,"是","否","否","否","否","否","否","否","否","否","否","否","否","否","是"
"【古风治愈向】小桥流水畔，有烟火人家","-Abysm-",1466812800,"<b>介绍：</b>歌单使用说明：<br><br>1、封面图来源：新浪微博 @伊吹鸡腿子。 <br>再问咬人。<br><br>2、小众个人单，喜欢那我们就一起听吧，不喜欢也可以直接出门左拐，前方世界广阔无际，祝你早日找到属于自己的幸福。<br><br>3、请勿对比原唱翻唱版本，在歌单里评论和在单曲中评论，一样是KY。请勿撕逼，没有群删功能我手累。<br><br>4、欢迎友好交流、讨论，拒绝阴阳怪气的嘲讽，拒绝莫名其妙的优越感，这种评论默认为刷存在感。<br><br>5、本单理解的治愈是指：听着开心，不伤感。为防审美疲劳，然后睡着，所以会尽量让歌曲类型在保证治愈的基础上多样一些，燃向歌曲也是有的。<br><br>6、本单适用于练字、坐车、抄写、整理、打扫时播放，耳机、公放皆宜，顺序、随机皆可。<br><br>7、各位私信我自己原创的纯音乐、流行曲、民谣和电子的大大们，承蒙厚爱，感激涕零，我就当你们是在开玩笑吧。<br><br>8、歌单一般不会再更新——除非我突然心血来潮——也不怎么改歌换歌了。推歌随意，尽量私信，评论会看但不怎么回。<br><br>9、这单我不怎么听的，因为做单的时候把每首歌都听了个烂熟，很累了。送给你们吧。<br><br>祝食用愉快。以上。<br>",2045729,62720,452,269,"[""华语"",""古风"",""治愈""]",912,11,"是","否","否","否","否","否","否","否","否","否","否","否","否","否","否"
"【古风致郁向】浮生一场梦，人间几度秋","-Abysm-",1468540800,"<b>介绍：</b>歌单使用说明：<br><br>1、封面图来源：新浪微博 @伊吹鸡腿子。 再问咬人。<br><br>2、歌单名源自苏轼《西江月》里的：“世事一场大梦，人生几度秋凉。” <br><br>即使心虚到原地爆炸我还是改了。为什么？因为我患有强迫症啊。 <br><br>2、小众个人单，喜欢那就恭喜你啦，不喜欢就请麻烦出门左拐，前方世界广阔无际，祝你早日找到属于自己的幸福。<br><br>3、请勿对比原唱翻唱版本，请勿撕逼，不喜欢KY，尤其是花式的。<br><br>4、欢迎友好交流、讨论，拒绝阴阳怪气的嘲讽，拒绝莫名其妙的优越感，世界和平不好吗？<br><br>5、本单理解的致郁是指：多数人听着不开心，觉得曲风和歌词伤感。你觉得不致郁甚至听笑了什么的，是你自己虐点高，好事儿。<br><br>6、本单适用于练字、坐车、抄写、整理、打扫时播放，多数为纯歌版无念白，耳机、公放皆可，顺序、随机皆宜。 <br><br>7、私信推荐自己原创流行曲、纯音乐、民谣和电子的大大们，如蒙青睐，不胜荣幸，谢谢你们一直不断地提醒我该开新单了。<br><br>8、推歌随意，请走私信。<br><br>祝食用愉快，以上。<br>",1803693,52978,386,310,"[""华语"",""古风"",""伤感""]",912,11,"是","否","否","否","否","否","否","否","否","否","否","否","否","否","否"
"【古风专题】慕总一本正经地￥$%&amp;","辞雀",1434931200,"<b>介绍：</b>我家头牌绝对是广寒宫第一大蛇！精！病！（捂脸逃<br>本单收集了大部分慕寒发（diao）神（jie）经（cao）时的作品，为了防止各位客官听完后精神崩溃本单后面还附加了几首头牌卖萌的歌w~没错窝就是这么贴心~<br>如果头牌又有惊世骇俗的新（she）作（jing）的话还麻烦各位告诉po主~<br>",95258,5559,64,204,"[""华语"",""古风"",""快乐""]",29410,155,"是","否","否","否","否","否","否","否","否","否","否","否","是","否","否"
"【古风专题】生与死 · 上穷碧落下黄泉","辞雀",1435276800,"<b>介绍：</b>专题 · 生与死 · 上穷碧落下黄泉，生死茫茫，两不相见 【持续更新，欢迎补充~】<br>",152794,12844,52,78,"[""华语"",""古典"",""古风""]",29410,155,"是","否","否","否","否","否","否","否","否","否","否","否","否","否","否"
"【古风专题】有狐绥绥，在彼淇梁","辞雀",1436227200,"<b>介绍：</b>有狐绥绥，在彼淇梁。心之忧矣，之子无裳。<br>有狐绥绥，在彼淇厉。心之忧矣，之子无带。<br>有狐绥绥，在彼淇侧。心之忧矣，之子无服。<br>歌曲都跟狐狸有关<br>",119971,12729,29,34,"[""华语"",""古风"",""翻唱""]",29410,155,"是","否","否","否","否","否","否","否","否","否","否","否","否","否","否"
"【古意中华】琴棋书画诗酒茶","-夜月清霜-",1479859200,"<b>介绍：</b>? 华夏文化之盛宴，莫过于琴棋书画诗酒茶。<br><br>本歌单按七大主题分为以下篇章。时而更新。<br><br>? 篇一：起弦（01-13）<br>古人爱琴，士无故不撤琴瑟。君子高洁，正如古琴之清雅、箜篌之淡然。又有伯牙子期作典故，高山流水、唯有知音能解琴中真意。<br><br>? 篇二：对弈（14-24）<br>黑白对弈、亦如战场对峙，只是棋局之中，少了凌厉杀伐，多了诡谲智谋。范西屏与施襄夏，当湖十局，妙绝千古。棋逢对手，也是人生一乐事。<br><br>? 篇三：书笺（25-34）<br>常言：字如其人。因习字是对人品性的磨练。柳公权年少时“写尽八缸水，砚染涝池黑”，恒心所至、方成大家。文人雅士常题字于笺，以花作笺、配以行书，可谓独具巧思。<br><br>? 篇四：水墨（35-48）<br>宣纸为托，水墨晕染，皴擦点然，勾勒世间万物。画里的精髓，莫过于留白，既使得画作疏密得当，又令人遐想万千，乃是国画宁静致远的意境所在。<br><br>? 篇五：诗词（49-62)<br>吟诗作赋的价值，在于一抒胸意、感召世人。历代以来，从不乏忧国忧民的文人骚客，他们以诗词寄托抱负、感怀民生，穷则独善其身、达则兼济天下。或许在那无数诗词珍品中，最宝贵的还是真情实感。<br><br>? 篇六：酒酣(63-78)<br>“酒入愁肠，化作相思泪”，古人以酒浇愁、抒怀怅惘，一盏酒中，既有痴醉的苦恋，又有回忆的甘甜。一人独饮易醉，但若与人分享一坛美酒酿，便是“酒逢知己千杯少”。对坐畅饮欢谈，惺惺相惜，风月再美好，也比不过真心相敬的一杯酒。<br><br>? 篇七：茶香(79-91)<br>中华茶道，源远流长。茶之道，亦是修身养性之道。采茶、烹茶、沏茶、品茶，平心静气，方解其中之乐。茗茶为雅士所喜爱，清香淡雅，入口味苦而不涩，而回味却是醇厚甘甜。苦中有甜，人生之味亦如是。<br><br>? 赏雅士之行，聆古韵之声。华夏文明流传千年，一脉相承的文化底蕴、造就了无数精妙绝伦的词曲以及才华横溢的唱作。七种主题，结合不同心境，展现的风格却是千变万化。<br><br>? 邀君怀古意，共赏我中华。<br>",1914836,52531,322,341,"[""华语"",""古风"",""清新""]",4655,66,"否","否","否","否","否","否","否","否","否","否","否","否","否","否","否"
"【古装专栏】百首古装影视曲 解你怀旧情愫","怡语芸",1450915200,"<b>介绍：</b>歌单曲目以古装影视剧歌曲为主，<br>收集了从1978年到2014年跨越了36个年头的影视热播剧的曲子。100首曲子=100部影视剧歌曲！听音乐；忆故事，以解有着一颗怀旧之心的您、您们、我。。。<br><br>歌曲排序以年份先后排序(倒续):1~15为14年~10年的曲子(《金玉良缘》~《油菜花》)；16~52为09年~00年的曲子(《此生不换》~《快乐人儿》)；53~91为99年到90年的曲子(《少年梦》~《江湖路》)；92~100为89年~1978年的曲子(《枉凝眉》~《倚天屠龙记》)。<br><br>哪一部影视剧是您、您们最初的记忆？<br>愿您们回顾童年、也可回顾父辈们的青春！<br><br>注:古装剧的曲子不是每一曲都属于:“古风”的，这里“古风”标签属代表吧！<br>早些年的影视剧歌曲有些原声版曲子已找不到（或者原版被下架），故有些曲子已是翻版、翻唱版，不能完全找到影视原声——请见谅！)<br>",632732,9136,103,192,"[""华语"",""经典"",""古风""]",32192,241,"否","否","否","否","否","否","否","否","否","否","否","否","否","否","否"
"【国产电音】抖腿、疗伤、骚气、民族风","Matt_Zachary",1480636800,"<b>介绍：</b>收集的一些国产制作人优秀单曲，和自己一些作品。欢迎交流、补充。持续更新中~音乐的喜欢与否完全是件私人的事情，谁都没必要去说服谁。表达是各自的权利，而观点则是各自的选择。<br>",1665510,17831,546,268,"[""流行"",""电子"",""驾车""]",14527,127,"否","否","否","否","否","否","否","否","否","否","否","否","否","否","否"
"【国产仙侠武侠RPG分类选】浪迹江湖忆旧游","-夜月清霜-",1466121600,"<b>介绍：</b>仙侠武侠RPG中游戏音乐，往往根据游戏剧情或者地图场景的变更作出风格上的改变。<br><br>许多游戏音乐大家都有自己的特色，有些擅长做战斗音乐、有些擅长做煽情乐曲、有些擅长做凌厉杀伐的配乐、有些擅长做风景描绘或做异域风情的旋律...喜欢国产仙侠武侠RPG，也许与优秀的游戏bgm分不开。<br><br>欣赏游戏配乐时，仿佛身临其境般纵马江湖、浪迹天涯。<br><br>而时间沉淀下来的，不仅是对往昔游戏中欢乐的怀念，也有一种割舍不开的情怀。<br><br>感谢那些为一个游戏默默付出的作曲者们，是你们源源不断的灵感给予游戏以鲜活的血液，赋予画面以灵动的节拍，留给我们可以驰骋想象的奇妙天地。<br><br>歌单列表：<br>1：【封面曲】（国风登陆）<br>2 - 49:【大地图】从概览到风情各异的地区，包含城镇、山水、溪洞等<br>50 - 85:【抒情曲】（离情殇）携手江湖、呼朋唤友、生活情感等<br>86 - 104: 【风物景象】（群山飞鹤）自然景物、动景、静景等<br>105 - 114:【人物志】（千人千面）游戏人物主题曲或群像<br>115 - 124:【战斗】（浣花洗剑）燃向杀伐音乐<br>125：【终曲】（回梦游仙）<br><br>2016年12月4日二次施工<br><br>感谢@炽热白焰、 的推荐！<br>",589103,15705,136,258,"[""轻音乐"",""古风"",""游戏""]",4655,66,"否","否","否","否","否","否","否","否","否","否","否","否","否","否","否"
"【国家社会主义德国工人党】闪电部队在前进","布尔什维克近卫军",1444608000,"<b>介绍：</b>军事工业重金属！<br><br>忽略意识形态分歧.只谈艺术！<br>",221153,6345,110,367,"[""金属"",""民族"",""世界音乐""]",20647,73,"否","否","否","否","否","否","否","否","否","否","否","否","否","否","否"
